Iteration,Time_Hours,Max_Inner_Temp_C
1,0.0167,25.0648
1,0.0333,25.2723
1,0.0583,25.943
1,0.0958,26.1101
1,0.1521,25.8288
1,0.2365,25.377
1,0.363,25.1013
1,0.5297,25.0532
1,0.6964,25.0066
1,0.863,25.0121
1,1.0,25.0177
