mesh,pressure_faces,status,max_displacement_mm,max_nodal_von_mises_MPa,analytical_buckling_factor
coarse,7856,passed,0.7759115174457716,199.20685952573686,18.0447320258145
medium,13794,passed,0.7575062874590548,206.5233174438688,18.0447320258145
fine,25738,passed,0.7847184828650337,212.5130842571111,18.0447320258145
